Autor,Citas,Fecha,Link,Titulo
"C Sala Valdes,N Barros,I Rodriguez Fernandez ",4,2022,https://ueaeprints.uea.ac.uk/id/eprint/84870/1/Paces_desde_abajo_Desaf_os_y_oportunidades_de_otra_paz.pdf,Paces locales y estrategias transformadoras: más allá de la paz dominante en el sur del Tolima
"MT Aya Smitmans,",41,2017,https://www.scielo.cl/scielo.php?pid=S0719-37692017000200163&script=sci_arttext&tlng=pt,"El Proceso de Paz en Colombia: dos pasos adelante, un paso atrás"
A Cruz,29,1999,,"Lecciones de cubanía: Identidad nacional y errancia sexual en Senel Paz, Martí y Lezama Lima"
A Cárdenas,45,2012,https://dialnet.unirioja.es/descarga/articulo/3907248.pdf,El proyecto Goles por la paz en Colombia y Filipinas: un acercamiento al uso de los deportes y los juegos cooperativos para la paz.
"CAG Vergara,MAC Lizarazo",22,2017,https://revistas.ucatolicaluisamigo.edu.co/index.php/RULuisAmigo/article/download/2657/2021,"Significados, obstáculos y formas de construcción: la paz desde los estudiantes universitarios"
E Gutiérrez,18,1998,https://static.nuso.org/media/articles/downloads/2663_1.pdf,Guatemala. Paz de baja intensidad
W Ortiz Jiménez,1,2006,http://www.scielo.org.co/scielo.php?pid=S1692-25302006000200003&script=sci_arttext,Sobre la paz y los diálogos: Consideraciones sobre el papel de la sociedad civil
M Clemencia Ramírez,27,2017,https://www.researchgate.net/profile/Maria-Ramirez-113/publication/320912539_Las_conversaciones_de_paz_en_Colombia_y_el_reconocimiento_de_los_cultivadores_de_coca_como_victimas_y_sujetos_de_derechos_diferenciados/links/5ba66126a6fdccd3cb6c50a7/Las-conversaciones-de-paz-en-Colombia-y-el-reconocimiento-de-los-cultivadores-de-coca-como-victimas-y-sujetos-de-derechos-diferenciados.pdf,Las conversaciones de paz en Colombia y el reconocimiento de los cultivadores de coca como víctimas y sujetos de derechos diferenciados
"NYC Rodríguez,JA i Abela",4,2015,https://dialnet.unirioja.es/descarga/articulo/5894397.pdf,"Opinión y balance de la sociedad colombiana sobre la materialización, utilidad y eficacia del proceso y la Ley de Justicia y Paz"
"LVP Perilla,",2,2020,https://journal.poligran.edu.co/index.php/ngs/article/download/1571/1462,Planificación y gestión de destinos turísticos en Colombia “Colombia territorio de paz”
ÁM Torres,4,2006,https://www.redalyc.org/pdf/688/68800305.pdf,"La mediación del conflicto para la convivencia escolar, un modelo de educación a distancia"
MJ Baquero Rodríguez,60,2014,https://ciencia.lasalle.edu.co/cgi/viewcontent.cgi?article=1428&context=ruls,"Educación, paz y posconflicto: oportunidades desde la educación superior"
"AE Frutos,",143,2010,,"Interculturalidad, mediación y trabajo colaborativo"
MI Viana,13,2015,https://dialnet.unirioja.es/descarga/articulo/5155143.pdf,Aportación de la mediación escolar a la igualdad ya la inclusión social.
MC Rosas,4,2001,https://www.ssoar.info/ssoar/bitstream/handle/document/59501/ssoar-rmcpys-2001-181-rosas-Critica_al_Informe_del_Grupo.pdf?sequence=1,Crítica al Informe del Grupo sobre las Operaciones de Paz de las Naciones Unidas: informe Brahimi
"VM Guzmán,IC Mingol,SP Albert,",103,2009,https://www.redalyc.org/pdf/105/10512244005.pdf,La nueva agenda de la filosofía para el siglo XXI: los estudios para la paz
J Zuluaga,2,1999,https://revistas.unal.edu.co/index.php/ceconomia/article/download/11457/22515,Construir la paz:¿ agenda para la reinserción o para democratizar la sociedad?
"J Ríos,H Cairo,",43,2018,https://idus.us.es/bitstream/handle/11441/72349/1/4910-14964-1-PB.pdf?sequence=1,Los discursos sobre la participación política en el proceso de paz de Colombia
"JCT Seijo,IF García,SF Lapponi,MG de la Serna Leira ",4,2006,,Modelo integrado de mejora de la convivencia: estrategias de mediación y tratamiento de conflictos
"F ,Paz ,Pellat,S Covaleda,JD Etchevers,",12,2014,https://www.scielo.org.mx/scielo.php?pid=S0187-57792014000200127&script=sci_arttext,Distribución del carbono orgánico en los diferentes tamaños de partículas del suelo: modelo simple de cinética lineal
"ML Linares Alvarado,",14,2015,https://ciencia.lasalle.edu.co/cgi/viewcontent.cgi?article=1448&context=ruls,La universidad frente a la construcción de paz: claves para una convivencia posible y duradera
"JD Borrego de la ,Paz,",14,2013,,La génesis del modelo arquitectónico teatral en la Bética. El teatro romano de Cádiz
MH González Calderón,7,2018,,"Educar para la paz, una tarea de todos. Mediación escolar."
"C Velasco,",13,2014,https://revistas.unbosque.edu.co/index.php/RCB/article/download/719/297,El papel del sector empresarial en la construcción de paz
MJ Garcia Hoyos ,2,2007,https://repositorio.umsa.bo/bitstream/handle/123456789/5211/T-1148.pdf?sequence=1&isAllowed=y,"Caracterización del sistema de producción lechera de la comunidad de Taramaya, provincia Omasuyos, departamento de La Paz"
XR Jares ,47,1995,,Educación para la paz
J Rendón,9,2017,https://amij.org.mx/asambleas/4/antecedentes/mesa%20justicia%20alternativa/Mediacion%20entre%20victima%20y%20ofensor.pdf,Mediación entre víctima y ofensor
"SD Pantoja Barrios,AM Ortiz Riomalo",46,2014,https://journals.openedition.org/colombiaint/13911,"Análisis de las percepciones de los colombianos sobre el proceso de paz y el posconflicto, desde una perspectiva de género"
"E ,Paz ,Rada",11,2013,http://www.scielo.org.bo/scielo.php?pid=S0040-29152013000100002&script=sci_arttext,La sociedad del miedo y la inseguridad:: La construcción de un modelo político y social penalizando la pobreza y la marginalidad
"V Schaffel,C Ochoviet",8,2016,https://www.cfe.edu.uy/images/stories/pdfs/publicaciones/dep_matematica/estrechando_lazos/Estrechando_lazos_volumen3.pdf#page=30,Consiguieron la paz en planilandia
"BE Suárez López,F Jaramillo Ruiz,",29,2014,http://www.scielo.org.co/scielo.php?pid=S0124-05792014000200003&script=sci_arttext,… en el marco del proceso de paz colombiano. Una mirada a la evolución en materia de responsabilidad penal en el contexto de un proceso de paz y de los …
"C Iriarte Redín,S Ibarrola",4,2020,https://reunir.unir.net/bitstream/handle/123456789/10108/REP%20276_ESP_Iriarte.pdf?sequence=1,Propuesta de un instrumento de evaluación de la mediación escolar (CEM)
DEU Caguasango,15,2020,http://www.scielo.org.co/scielo.php?pid=S1900-54072020000300175&script=sci_arttext,"Los campesinos de la Amazonia noroccidental colombiana: entre la coca, el conflicto y la construcción de paz"
"S Barona Vilar,",77,2011,https://www.scielo.cl/scielo.php?pid=S0718-97532011000100008&script=sci_arttext,"Las ADR en la justicia del siglo XXI, en especial la mediación"
"AM González,",13,2016,https://itson.mx/publicaciones/sociedad-academica/Documents/lsa47.pdf#page=44,Inclusión social por el arte: mediación artística
SS Rodríguez,15,2005,https://www.redalyc.org/pdf/647/64740111.pdf,Las y los ciudadanos de Bogotá significan la paz
"D Matul,A Ramírez,",28,2009,http://www.cries.org/documentos_cries_old/29.pdf#page=93,El Proceso de Paz en Centroamérica. Agendas pendientes y nuevos focos de conflictividad: Los casos de Guatemala y Nicaragua
"CM Ruiz,JCT Seijo,",24,2014,https://revistas.usc.gal/index.php/ie/article/view/1920/2097,Asesoramiento y mediación de conflictos en los procesos de mejora escolar
O Martínez,67,2018,https://www.scielo.cl/scielo.php?pid=S0718-50062018000600063&script=sci_arttext,Mediación de los objetos virtuales de aprendizaje en el desarrollo de competencias matemáticas en estudiantes de ingeniería
M Rodríguez,1,2007,http://bd.apps.sid.uncu.edu.ar/objetos_digitales/3667/rodriguezconfluencia6.pdf,Mediación y Trabajo Social de Grupo: Articulaciones y Paralelismos
"EI Ortuño,EP Seller,LMR García,",15,2017,https://core.ac.uk/download/pdf/141667728.pdf,Mediación como profesión emergente: actualidad formativa desde la Educación Superior
A Carrascal Gutiérrez,25,2011,http://www.ammediadores.es/nueva/wp-content/uploads/2014/12/8.3-La-mediaci%C3%B3n-int.pdf,La mediación internacional en el sistema de Naciones Unidas y en la Unión Europea: evolución y retos de futuro
"CR Calvillo ,Paz,A Rodríguez Cabrera",11,2014,http://scielo.sld.cu/scielo.php?pid=S1817-40782014000200003&script=sci_arttext,Educación sexual para estudiantes indígenas de una comunidad rural en Guatemala
YA Chávez,23,2017,https://www.redalyc.org/journal/5742/574262162003/574262162003.pdf,"¿ Paz positiva? o¿ paz negativa? Reflexiones de líderes y lideresas víctimas del conflicto armado en Soacha, Colombia"
M Ojeda ,25,2007,,Retrospección de Contadora: los esfuerzos de México para la paz en Centroamérica (1983-1985)
L del Peón,25,2002,https://www.scielosp.org/pdf/spm/2002.v44n5/406-412/es,"Frecuencias de grupos sanguíneos e incompatibilidades ABO y RhD, en La Paz, Baja California Sur, México"
"YM Murcia Sierra,K Castro Pérez ",4,2016,https://repository.unad.edu.co/bitstream/handle/10596/11874/1110481193.pdf?sequence=1&isAllowed=y,"Estado de Arte del Conflicto y la Violencia, como un aporte a una Pedagogía para la Paz en el Territorio del Tolima 2014-2016."
A Schiffrin,50,1996,http://institutoscamdp.com.ar/mediacion/wp-content/uploads/sites/12/2018/08/schiffrin.pdf,La mediación: aspectos generales
G Curuchelar,5,2006,https://www.diplox.com/focolog/pdf/0_df76bfdd7906d55dc6e35ee29d10f578M1099.pdf,Mediación resiliente
DM Sánchez,20,2015,https://dialnet.unirioja.es/descarga/articulo/5198893.pdf,La mediación experta en la construcción del patrimonio cultural como producción contemporánea de «lo nuestro»
FE González,6,2010,https://revistas.unal.edu.co/index.php/hisysoc/article/download/23593/24291,"… modernidad a la participación en los diálogos de Paz. Una visión retrospectiva de mis trabajos sobre la relación entre Iglesia, Estado y sociedad en Colombia (1971 …"
RE Muciño Márquez ,4,2010,https://repositoriodigital.ipn.mx/jspui/bitstream/123456789/13519/1/mucinom1.pdf,"Variación estacional de la comunidad fitoplanctónica en granjas atuneras en la Bahía de La Paz, Baja California Sur"
GV Martínez ,12,1998,,La mediación reparadora como estrategia de control social: una perspectiva criminológica
"B Henriques,J Restrepo,D Aponte",31,2009,https://www.academia.edu/download/47511558/Libro_CERAC_.pdf#page=547,M. El Laboratorio de Paz del Cauca/Nariño:¿ una salida indígena para la paz en Colombia
V Fisas,11,2004,https://www.fuhem.es/wp-content/uploads/2018/12/Modelos_de_procesos_de_paz_V._Fisas.pdf,Modelos de procesos de paz
MP García,23,2002,https://rua.ua.es/dspace/bitstream/10045/5674/1/ALT_10_23.pdf,"La mediación escolar, una forma de enfocar la violencia en las escuelas"
"MA Aguilar,N Castañón",40,2014,https://www.redalyc.org/pdf/5235/523552852006.pdf,PROPUESTA ACTIVIDADES Y ESTRATEGIAS PEDAGOGICAS QUE PROMUEVAN UNA CULTURA DE PAZ Y CAPACIDAD DE RESOLUCION DE …
"JW Tinjacá,",1,2016,,"La paz en Colombia: más allá de los acuerdos, más cerca de la sociedad"
LG Salas,102,2016,http://www.scielo.org.co/scielo.php?pid=S0124-79132016000200005&script=sci_arttext,Conflicto armado y configuración territorial: elementos para la consolidación de la paz en Colombia
"RL Irizarry,AH Quintero,",4,2008,https://revistas.upr.edu/index.php/educacion/article/download/16675/14220,"Modelo escolar para la paz, la convivencia armónica y el éxito educativo"
"TI Jiménez,",108,2011,https://www.sciencedirect.com/science/article/pii/S1132055911700345/pdf?md5=ba25009d376371723f7b642994a69241&pid=1-s2.0-S1132055911700345-main.pdf,Autoestima de riesgo y protección: una mediación entre el clima familiar y el consumo de sustancias en adolescentes
LC Peña,15,2016,https://dialnet.unirioja.es/descarga/articulo/7921584.pdf,Educación en derechos humanos y paz en el bachillerato
"MJM García,MEP Megías,DP Arcos,",4,2017,https://www.researchgate.net/profile/Hotlan-Siagian/publication/315788469_THE_EFFECT_OF_TOP_MANAGEMENT_ROLE_SUPPLIER_RELATIONSHIP_PURCHASING_STRATEGIES_AND_SUPPLY_CHAIN_INTEGRATION_ON_PURCHASING_PERFORMANCE_IN_CONSTRUCTION_COMPANY/links/58e4ffb645851547e17e0de0/THE-EFFECT-OF-TOP-MANAGEMENT-ROLE-SUPPLIER-RELATIONSHIP-PURCHASING-STRATEGIES-AND-SUPPLY-CHAIN-INTEGRATION-ON-PURCHASING-PERFORMANCE-IN-CONSTRUCTION-COMPANY.pdf#page=41,Mediación comunitaria y cambio de cultura escolar. Otra escuela para la inclusión de la comunidad gitana
"MEI Melo,",31,2007,https://dialnet.unirioja.es/descarga/articulo/8892862.pdf,Transformaciones y fracturas identitarias de las mujeres en la acción colectiva por la paz
"A Rubio,",35,1995,,Presupuestos teóricos y éticos sobre la paz
"REM Salas,JC Infante",82,2019,http://uajournals.com/ojs/index.php/campusvirtuales/article/download/425/304,La mediación e interacción en un AVA para la gestión eficaz en el aprendizaje virtual
"MM Serrano,",648,2008,,La mediación social
"R Condeza,N Herrada",34,2019,https://revista.profesionaldelainformacion.com/index.php/EPI/article/download/epi.2019.jul.02/44762,Nuevos roles parentales de mediación: Percepciones de los padres sobre la relación de sus hijos con múltiples pantallas
"DB Arrieta,GL Amell,EG Calí,",32,2020,https://www.redalyc.org/journal/279/27964922020/27964922020.pdf,Cultura de paz y formación ciudadana como bases de la educación en Colombia
M Valverde Jiménez,9,2013,https://scielo.isciii.es/scielo.php?pid=S1695-61412013000100020&script=sci_arttext&tlng=pt,Mediación intercultural en el ámbito sanitario de la Región de Murcia
"MLS Mora,ZR Lara",57,2015,https://www.redalyc.org/pdf/2050/205043417007.pdf,Acciones colectivas de las organizaciones de mujeres por la paz en Colombia
EMM Gamba,5,2021,https://dialnet.unirioja.es/descarga/articulo/7989893.pdf,Mujeres rurales constructoras de paz territorial en del departamento del Putumayo en Colombia
"R ,Paz ,Romero,MC Fuentes Cuevas ",11,2013,http://ri.uaemex.mx/bitstream/handle/20.500.11799/58830/Prevalencia+de+prediabetes+en+adultos+de+la+comunidad+de+Pueblo.pdf?sequence=1,"Prevalencia de prediabetes en adultos de la comunidad de Pueblo Nuevo, Acambay en el periodo de agosto 2011 a julio de 2012"
A Romanelli,9,2010,https://www.gub.uy/ministerio-defensa-nacional/sites/ministerio-defensa-nacional/files/2020-03/Revista_Estrategia_2.pdf#page=121,El valor estratégico de las operaciones de paz
"L Giannini,",1,2017,https://sedici.unlp.edu.ar/bitstream/handle/10915/66105/Documento_completo.pdf?sequence=1,La obligatoriedad de la mediación¿ es necesario revisar el modelo vigente?
"I Quintero López,",18,2020,http://scielo.sld.cu/scielo.php?pid=S1990-86442020000100123&script=sci_arttext,… de conflictos y mediación escolar en alumnos de la licenciatura en ciencias de la educación como herramientas para el desarrollo de una cultura de la paz
"P Munuera Gómez,",8,2020,https://www.scielo.cl/scielo.php?pid=S0034-98872020000600792&script=sci_arttext,La mediación sanitaria en Chile
MC Ospina,75,2014,https://dialnet.unirioja.es/descarga/articulo/4997164.pdf,Niños en contexto de conflicto armado: narrativas generativas de paz
P Gilhodes,6,1984,https://static.nuso.org/media/articles/downloads/1165_1.pdf,Contadora: Al servicio del restablecimiento de la paz
"RMO Pérez,NVG Capera",5,2018,https://dialnet.unirioja.es/descarga/articulo/6494208.pdf,Diálogos de paz de La Habana a la luz de los Acuerdos de Paz de Chapultepec para Colombia
S Ibarrola,34,2014,https://www.ull.es/revistas/index.php/qurriculum/article/download/43/27,Desarrollo de las competencias emocional y sociomoral a través de la mediación escolar entre iguales en educación secundaria
"IH Arteaga,JAL Hernández,MCC Chala,",25,2017,https://www.redalyc.org/journal/869/86952068009/,Cultura de Paz: Una Construcción educativa aporte teórico
G Rodríguez,16,2011,https://revistes.ub.edu/index.php/CriticaPenalPoder/article/download/1990/2086/0,Principios básicos de la mediación y resolución alternativa de conflictos penales
JR Forero,27,2019,https://revistas.unilibre.edu.co/index.php/saber/article/download/5204/4407,"Derechos humanos, enfoque diferencial y construcción de paz. Breves reflexiones desde una visión constitucional."
P Ceballos Rendón,46,2013,http://uaim.edu.mx/webraximhai/Ej-26articulosPDF/02-PedroCeballosRendon.pdf,Educacion para la paz y para la democracia.
"JE para la ,Paz,",30,2018,https://www.jep.gov.co/Control%20interno/Pregunta%20129/129.06%20Anexo%206.%20Lineamientos%20Enfoque%20Etnico%20Racial%20en%20la%20JEP%2011122020.pdf,Jurisdicción Especial para la Paz
SM Garzón Chitiva ,2,2019,https://repository.unad.edu.co/bitstream/handle/10596/28358/smgarzonc.pdf?sequence=3,Soberanía alimentaria como estrategia de abundancia y paz en la comunidad nasa de mesetas.
M Ramírez,35,2014,https://ciencia.lasalle.edu.co/cgi/viewcontent.cgi?article=1405&context=ruls,Aproximación bibliográfica a la construcción de la paz en Colombia
"CJD ,Paz,S Lonin,CPU Latorre,AO Forster",10,2013,https://ojs.dimar.mil.co/index.php/CIOH/article/download/249/173,Calibración del modelo SWAN y validación de reanálisis del oleaje en el Caribe
",J Tamarit,JR Valdizán,M Posada De la ,Paz, ",191,2005,https://repisalud.isciii.es/bitstream/handle/20.500.12105/15625/GuiaBuenaPracticaDeteccionTempranaAutismo_2005.pdf?sequence=1,Guía de buena práctica para la detección temprana de los trastornos del espectro autista (I)
"N BelalcÃ,AP Belalcázar,RÃM Quiñones",4,2008,https://revistas.umariana.edu.co/index.php/unimar/article/download/89/75,Imaginarios sociales del adolescente y la comunidad educativa de la Ciudadela Suroriental Alfredo Paz Meneses en torno al desplazamiento
"FAM Muñoz,BM Rueda",194,2010,https://revistaseug.ugr.es/index.php/revpaz/article/download/441/493,Una Cultura de Paz compleja y conflictiva. La búsqueda de equilibrios dinámicos
"TA ODINA,MH Ramos",43,2006,https://www.redalyc.org/pdf/1610/161016087001.pdf,Mediación social intercultural en el ámbito socioeducativo
"J Coudert,M ,Paz ,Zamora ",4,1970,https://repositorio.umsa.bo/bitstream/handle/123456789/22961/CoudertConsumoOx%C3%ADgeno.pdf?sequence=1&isAllowed=y,Estudio del consumo de oxígeno en La Paz (3.700 mts.) sobre un grupo de atletas nativos de la altura
N Escobar ,146,2011,https://dspace.itsjapon.edu.ec/jspui/bitstream/123456789/822/1/Dialnet-LaMediacionDelAprendizajeEnLaEscuela-6222147.pdf,La mediación del aprendizaje en la escuela
"GO Gómez,",68,1990,https://www.academia.edu/download/55352011/a4.pdf,"La mediación en juego. Televisión, cultura y audiencias"
"H Cairo,J Ríos,",54,2019,https://recyt.fecyt.es/index.php/recp/article/download/68493/pdf_145/0,Las élites políticas y la paz territorial en Colombia: un análisis de discurso en torno al Acuerdo de Paz
"IL de Jong,",24,2016,,El difícil arte de la paz: la diplomacia salinera en las décadas de 1850-1870
"JD Villa Gómez,LM Quiceno,V Andrade,",7,2021,https://repository.upb.edu.co/bitstream/handle/20.500.11912/9605/Conflicto%20intratable_olvido%20conveniente.pdf?sequence=1&isAllowed=y,"Entre el conflicto intratable, el olvido conveniente y el anhelo de paz"
ME Izquierdo Muciño,16,2007,https://www.scielo.org.mx/pdf/espiral/v14n40/v14n40a6.pdf,Por una cultura de paz
CV Durán,8,2014,https://revistas.urosario.edu.co/index.php/anidip/article/download/3433/9617,El derecho humano a la paz
",CI Chagas,G Vázquez",12,2014,http://www.scielo.org.ar/scielo.php?pid=S1853-86652014000200007&script=sci_arttext,… de escenarios de contaminación por coliformes fecales en una microcuenca de la Pampa Ondulada de Argentina mediante el empleo de un modelo …
A Cabezudo,62,2013,http://educa.fcc.org.br/pdf/reveduc/v36n01/v36n01a07.pdf,"Acerca de una educación para la paz, los derechos humanos y el desarme: desafío pedagógico de nuestro tempo"
JFS Cánovas,54,2013,https://www.redalyc.org/pdf/4959/495950255007.pdf,Participación educativa y mediación escolar: una nueva concepción en la escuela del siglo XXI
JP Folger ,72,1996,,La promesa de la mediación
"AA Cardozo Rusinque,AR Morales Cuadro,",49,2020,https://www.scielo.br/j/ep/a/j69mF7WZtBBVjHZYDxW4xqz/,Construcción de paz y ciudadanía en la Educación Secundaria y Media en Colombia
"KJ ,Paz ,Chumacero ",7,2019,,Análisis de la disposición de bienes de la sociedad conyugal por uno de los cónyuges
",SE Sánchez,MG Torre,D ,Paz ,Barreto",9,2016,https://www.researchgate.net/profile/Marina-Zanfardini/publication/313361745_El_eWOM_como_proceso_comunicativo_en_los_destinos_turisticos/links/5897bdb3a6fdcc32dbdbe3a3/El-eWOM-como-proceso-comunicativo-en-los-destinos-turisticos.pdf#page=9,Uso Responsable de biodiversidad. Revisando el modelo recreación y turismo en conservación
EC Landero,19,2019,https://estudiosdepazyconflictos.com/index.php/eirene/article/download/63/24,Bases fundamentales de la cultura de paz
"JCG de Romero,NBJM Macías",8,2021,https://encuentros.unermb.web.ve/index.php/encuentros/article/download/149/161,La mediación: una estrategia comunicativa para resolver conflictos entre individuos
"CAA León,LJC García",13,2020,https://revistas.uniminuto.edu/index.php/IYD/article/download/2251/1988,La mediación virtual un espacio propicio para la formación en investigación en la educación superior
CM Vásquez,32,2020,http://www.scielo.org.co/scielo.php?pid=S0123-12942020000200221&script=sci_arttext,Enseñanzas y aprendizajes sobre la Cátedra de la paz en Colombia
"MJ Gonzalez Aguilar,M Rubio,L Grasso,",9,2018,http://www.scielo.edu.uy/scielo.php?pid=S1688-42212018000200215&script=sci_arttext,Evaluación del potencial de aprendizaje en adultos mayores: influencia de la mediación en una prueba de memoria
D Bernaschina,7,2021,https://revistaseug.ugr.es/index.php/eticanet/article/download/15978/20640/,Interacción pedagógica en las TIC: mediación inclusiva en el aula virtual
LD Sandia Rondel,29,2002,http://ve.scielo.org/scielo.php?pid=S0798-97922002000100002&script=sci_arttext,La mediación de las nociones lógico-matemáticas en la edad preescolar
"G Orozco Gómez,",77,1993,https://ddd.uab.cat/pub/analisi/02112175n15/02112175n15p31.pdf,Dialéctica de la mediación televisiva. Estructuración de estrategias de recepción por los televidentes
"FV Reluy,JM de ,Paz,",8,2017,http://www.revistaecosistemas.net/index.php/ecosistemas/article/download/1302/1038,Estimación de la capacidad potencial de secuestro y emisión de CO2 de los suelos agrícolas de la Comunidad Valenciana
"M Obeso Nieblas,JH Gaviño Rodríguez ",21,2002,,"Simulación numérica de la circulación por marea y viento del noroeste y sur en la Bahía de La Paz, BCS"
"R Belvís,P Irimia,F Seijo",6,2021,https://www.sciencedirect.com/science/article/pii/S0213485320301316,Neuromodulación en cefaleas Y neuralgias craneofaciales: Guía de la Sociedad Española de Neurología Y de la Sociedad Española de Neurocirugía
"MC Sánchez,RG Araya,",26,2012,http://revistas.umce.cl/index.php/dialogoseducativos/article/download/1064/2646,La educación para la paz: una respuesta a las demandas sociales
P Ameglio Patella,16,2016,https://journals.openedition.org/polis/11539,Movimiento por la Paz con Justicia y Dignidad: construir paz en la guerra de México
"V Zubillaga,M Llorens,J Souto,G Nuñez ",4,2013,https://www.researchgate.net/profile/Manuel-Llorens/amp,Violencia armada y acuerdos de convivencia en una comunidad caraqueña: una larga marcha por la paz
SR Rodrigo,18,2010,https://www.redalyc.org/pdf/4959/495950243005.pdf,Técnicas de mediación. Reflexiones sobre su aplicación en contextos comunicativos interculturales
"C Romero García,O Buzón García,P de ,Paz ,Lugo, ",28,2021,https://reunir.unir.net/bitstream/handle/123456789/13302/ROMERO.pdf?sequence=1&isAllowed=y,Evaluación de una formación online basada en Flipped classroom
ER Ruiz Huanca ,1,2014,https://repositorio.umsa.bo/bitstream/handle/123456789/4438/TD-1724.pdf?sequence=1,"Optimización del sistema de riego para su eficiente operativización, en la comunidad de Pucarani, Provincia Larecaja, del departamento de La Paz"
GB Vieira,16,2001,https://comum.rcaap.pt/bitstream/10400.26/1452/1/NeD098_GuilhermeBelchiorVieira.pdf,Que modelo de militar para a nova arte de guerra e paz?
"D De ,Paz ,Abril",12,2004,https://www.academia.edu/download/44901795/Practicas_escolares_y_socializacion.pdf,Prácticas escolares y socialización: la escuela como comunidad
"SLC Díaz,CZ Prada,JB López",4,2016,https://colaboracion.dnp.gov.co/CDT/Estudios%20Econmicos/451.pdf,Dividendos ambientales de la paz Retos y oportunidades para construir una paz sostenible
MF de Casadevante Mayordomo,1,2017,https://www.researchgate.net/profile/Carmen-Valero-Garces/publication/344128552_Superando_limites_en_Traduccion_e_Interpretacion_en_los_Servicios_Publicos_Beyond_limits_in_Public_Service_Interpreting_and_Translation/links/5f53bae692851c250b94c4f3/Superando-limites-en-Traduccion-e-Interpretacion-en-los-Servicios-Publicos-Beyond-limits-in-Public-Service-Interpreting-and-Translation.pdf#page=40,Modelo de competencia traductora propuesto por pacte para la mediación
"E Abalde ,Paz,JM Muñoz",11,2005,https://ruc.udc.es/dspace/bitstream/handle/2183/7021/RGP_12-5.pdf,Calidad educativa y atención a la diversidad desde un marco legislativo en la comunidad autónoma de Galicia
"JÁ Payán Alcacio,",5,2015,https://www.repositoriodigital.ipn.mx/jspui/bitstream/123456789/21690/1/payana1.pdf,"Diversidad funcional de la comunidad de peces en hábitats de manglar en la Bahía de La Paz, BCS México"
L Morales,75,2017,http://www.thedialogue.org/wp-content/uploads/2017/01/Envt-Colombia-Esp_Web-Res_Final-for-web.pdf,La paz y la protección ambiental en Colombia
"R Pulido Valero,S Calderón López",35,2014,https://www.researchgate.net/profile/Gema-Seoane-2/publication/273687556_Implementacion_de_un_programa_de_mediacion_escolar_Analisis_de_las_dificultades_percibidas_y_propuestas_de_mejora/links/5706820d08aec668ed95d25b/Implementacion-de-un-programa-de-mediacion-escolar-Analisis-de-las-dificultades-percibidas-y-propuestas-de-mejora.pdf,Implementación de un programa de mediación escolar: Análisis de las dificultades percibidas y propuestas de mejora
"EAS Forero,",21,2016,https://dialnet.unirioja.es/descarga/articulo/5410606.pdf,Educación indígena zapatista para la paz y la no-violencia.
"EA ,Paz,AB Lozano,JMM Cantero,",138,2009,https://revistas.um.es/rie/article/download/94421/106151,Rendimiento académico y enfoques de aprendizaje: una aproximación a la realidad de la enseñanza superior brasileña en la región norte
"JJ RAMÍREZ,SE PEINADO,F Rojas",16,2004,http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S0798-97922004000100003,Influencia de la mediación sobre la construcción de conocimiento grupal en listas de discusión electrónica
C Villán Durán,4,2020,"https://repositori.uic.es/bitstream/handle/20.500.12328/1662/Villan%20Duran,%20Carlos_Paz%20Derecho%20Humano_2020.pdf?sequence=1",La paz como derecho humano
M López Luzardo,4,2008,http://ve.scielo.org/scielo.php?pid=S0004-06492008000400001&script=sci_arttext,Educar para la paz
"V Pérez Rodríguez,H Rodríguez Mateo ",16,2014,https://dehesa.unex.es:8443/bitstream/10662/10386/6/0214-9877_2014_1_6_197.pdf,Mediación familiar y adolescencia
MJM Manteca,1,2021,https://revistamsc.uanl.mx/index.php/m/article/download/13/8,"La acción transformadora de la sociedad multicultural en una nueva sociedad intercultural, mediante la implementación de la mediación y/o de sus principios y …"
OMC Barrera,44,2013,https://dialnet.unirioja.es/descarga/articulo/4731750.pdf,Conflictos armados y construcción de paz: de la teoría a las políticas internacionales de paz en la posguerra fría
"J Silva Colmenares,",17,2021,,La salida: un nuevo modo de desarrollo humano para la paz
JI Martínez de Morentin de Goñi,26,2012,https://dehesa.unex.es:8443/bitstream/10662/2656/1/0214-9877_2012_1_1_549.pdf,La mediación parental y el uso de internet
"M Salanova,E Bresó,WB Schaufeli,",417,2005,https://www.wilmarschaufeli.nl/publications/Schaufeli/243.pdf,Hacia un modelo espiral de las creencias de eficacia en el estudio del burnout y del engagement.
GR Freitas Panduro ,3,2015,,Incumplimiento de la pena de prestación de servicios a la comunidad en los Juzgados de Paz Letrado de Comisaria de Maynas del Distrito Judicial de Loreto …
J Palou,47,2018,https://repository.ucatolica.edu.co/bitstreams/7bbb2744-f1c8-4140-a22d-8720a1b2e0f2/download,Memoria y justicia transicional en los acuerdos de paz de Colombia
"JC ,Paz,",66,2001,https://biblio.flacsoandes.edu.ec/libros/digital/44934.pdf#page=35,Náufragos y navegantes en territorios hipermediales: experiencias psicosociales y prácticas culturales en la apropiación del Internet en jóvenes escolares
"JD Villa Gómez,",136,2016,https://journals.openedition.org/polis/11553,Perdón y reconciliación: una perspectiva psicosocial desde la noviolencia
"JG Tokatlian,",62,1999,,Colombia en guerra: las diplomacias por la paz
